,visit_id,cookie_id,page_id,event_type,sequence_number,event_time
9641,7134f9,1f778d,8,2,8,2020-02-15 17:12:09.686249
9642,7134f9,1f778d,9,1,9,2020-02-15 17:12:42.30844
9643,7134f9,1f778d,10,1,10,2020-02-15 17:12:45.287201
9644,7134f9,1f778d,10,2,11,2020-02-15 17:13:25.186467
9645,7134f9,1f778d,11,1,12,2020-02-15 17:13:51.219623
9646,7134f9,1f778d,11,2,13,2020-02-15 17:14:35.430138
9647,7134f9,1f778d,12,1,14,2020-02-15 17:15:17.958926
9648,7134f9,1f778d,13,3,15,2020-02-15 17:16:08.094299
9649,937889,a4a9fd,1,1,1,2020-02-18 04:15:37.947582
9650,937889,a4a9fd,2,1,2,2020-02-18 04:16:25.280817
9651,937889,a4a9fd,6,1,3,2020-02-18 04:17:16.239178
9652,937889,a4a9fd,7,1,4,2020-02-18 04:18:09.001905
9653,937889,a4a9fd,8,1,5,2020-02-18 04:18:43.396914
9654,937889,a4a9fd,9,1,6,2020-02-18 04:19:27.344756
9655,937889,a4a9fd,9,2,7,2020-02-18 04:19:42.716824
9656,937889,a4a9fd,12,1,8,2020-02-18 04:19:58.234564
9657,937889,a4a9fd,13,3,9,2020-02-18 04:20:14.679793
9658,df363a,424281,1,1,1,2020-03-11 00:24:43.01896
9659,df363a,424281,2,1,2,2020-03-11 00:24:52.756554
9660,df363a,424281,3,1,3,2020-03-11 00:25:17.256778
9661,df363a,424281,6,1,4,2020-03-11 00:25:25.871297
9662,df363a,424281,8,1,5,2020-03-11 00:25:32.093412
9663,df363a,424281,8,2,6,2020-03-11 00:25:41.880911
9664,df363a,424281,10,1,7,2020-03-11 00:25:56.03626
9665,357713,bdc704,1,1,1,2020-02-08 00:15:15.937006
9666,357713,bdc704,4,1,2,2020-02-08 00:15:37.595763
9667,357713,bdc704,8,1,3,2020-02-08 00:15:51.879037
9668,357713,bdc704,10,1,4,2020-02-08 00:16:07.901022
9669,0d2c3c,fbc378,1,1,1,2020-02-10 14:49:53.197261
9670,0d2c3c,fbc378,2,1,2,2020-02-10 14:50:47.355574
9671,0d2c3c,fbc378,3,1,3,2020-02-10 14:51:15.499563
9672,0d2c3c,fbc378,4,1,4,2020-02-10 14:51:17.535356
9673,0d2c3c,fbc378,4,2,5,2020-02-10 14:51:43.180918
9674,0d2c3c,fbc378,7,1,6,2020-02-10 14:52:05.061721
9675,0d2c3c,fbc378,9,1,7,2020-02-10 14:52:17.513563
9676,0d2c3c,fbc378,9,2,8,2020-02-10 14:52:38.315778
9677,0d2c3c,fbc378,10,1,9,2020-02-10 14:52:48.568557
9678,0d2c3c,fbc378,11,1,10,2020-02-10 14:52:55.948876
9679,0d2c3c,fbc378,12,1,11,2020-02-10 14:53:06.040477
9680,69d022,8480e0,1,1,1,2020-02-07 03:30:53.460938
9681,69d022,8480e0,3,1,2,2020-02-07 03:31:38.64482
9682,69d022,8480e0,5,1,3,2020-02-07 03:32:07.010403
9683,69d022,8480e0,5,2,4,2020-02-07 03:32:26.19281
9684,69d022,8480e0,6,1,5,2020-02-07 03:32:53.001372
9685,69d022,8480e0,8,1,6,2020-02-07 03:33:37.333905
9686,69d022,8480e0,10,1,7,2020-02-07 03:34:30.768636
9687,69d022,8480e0,10,2,8,2020-02-07 03:34:51.129228
9688,69d022,8480e0,12,1,9,2020-02-07 03:35:29.473603
9689,e4b50a,07dc8c,1,1,1,2020-03-04 09:22:14.118034
9690,e4b50a,07dc8c,2,1,2,2020-03-04 09:23:00.424806
9691,e4b50a,07dc8c,3,1,3,2020-03-04 09:23:30.782769
9692,e4b50a,07dc8c,5,1,4,2020-03-04 09:24:01.229206
9693,e4b50a,07dc8c,8,1,5,2020-03-04 09:24:11.198416
9694,e4b50a,07dc8c,8,2,6,2020-03-04 09:24:59.15723
9695,e4b50a,07dc8c,9,1,7,2020-03-04 09:25:45.491855
9696,e4b50a,07dc8c,9,2,8,2020-03-04 09:26:03.932483
9697,e4b50a,07dc8c,10,1,9,2020-03-04 09:26:37.385056
9698,e4b50a,07dc8c,10,2,10,2020-03-04 09:26:53.903156
9699,e4b50a,07dc8c,12,1,11,2020-03-04 09:27:11.498364
9700,e4b50a,07dc8c,13,3,12,2020-03-04 09:28:09.623952
9701,ea1234,7ec919,1,1,1,2020-01-21 20:40:21.485743
9702,ea1234,7ec919,6,1,2,2020-01-21 20:40:56.242342
9703,ea1234,7ec919,7,1,3,2020-01-21 20:41:39.312048
9704,ea1234,7ec919,7,2,4,2020-01-21 20:42:03.463426
9705,ea1234,7ec919,10,1,5,2020-01-21 20:43:03.32002
9706,ea1234,7ec919,11,1,6,2020-01-21 20:43:26.129437
9707,ea1234,7ec919,11,2,7,2020-01-21 20:43:30.367298
9708,764cb1,a278e0,1,1,1,2020-03-07 21:10:55.062979
9709,764cb1,a278e0,2,1,2,2020-03-07 21:11:23.556996
9710,764cb1,a278e0,4,1,3,2020-03-07 21:12:08.951522
9711,764cb1,a278e0,4,2,4,2020-03-07 21:12:18.434406
9712,764cb1,a278e0,5,1,5,2020-03-07 21:12:55.980077
9713,764cb1,a278e0,6,1,6,2020-03-07 21:12:59.038408
9714,764cb1,a278e0,7,1,7,2020-03-07 21:13:10.842605
9715,764cb1,a278e0,7,2,8,2020-03-07 21:13:46.188211
9716,764cb1,a278e0,8,1,9,2020-03-07 21:13:55.093996
9717,764cb1,a278e0,8,2,10,2020-03-07 21:14:25.805306
9718,764cb1,a278e0,11,1,11,2020-03-07 21:15:02.728178
9719,764cb1,a278e0,12,1,12,2020-03-07 21:15:44.5837
9720,764cb1,a278e0,13,3,13,2020-03-07 21:15:45.37101
9721,979589,aeb302,1,1,1,2020-02-05 13:26:25.672517
9722,979589,aeb302,2,1,2,2020-02-05 13:26:27.093024
9723,979589,aeb302,3,1,3,2020-02-05 13:27:20.998495
9724,979589,aeb302,4,1,4,2020-02-05 13:28:09.243937
9725,979589,aeb302,7,1,5,2020-02-05 13:29:04.674437
9726,979589,aeb302,7,2,6,2020-02-05 13:29:51.094867
9727,979589,aeb302,10,1,7,2020-02-05 13:30:29.262352
9728,979589,aeb302,12,1,8,2020-02-05 13:31:17.756077
9729,979589,aeb302,13,3,9,2020-02-05 13:32:12.783383
9730,b94792,96aead,1,1,1,2020-03-15 13:52:37.73516
9731,b94792,96aead,4,1,2,2020-03-15 13:52:40.379192
9732,b94792,96aead,4,2,3,2020-03-15 13:53:30.453635
9733,b94792,96aead,5,1,4,2020-03-15 13:53:31.547113
9734,b94792,96aead,6,1,5,2020-03-15 13:53:48.903456
9735,b94792,96aead,7,1,6,2020-03-15 13:54:20.783263
9736,b94792,96aead,7,2,7,2020-03-15 13:54:55.423244
9737,b94792,96aead,8,1,8,2020-03-15 13:55:53.036501
9738,b94792,96aead,8,2,9,2020-03-15 13:56:07.35649
9739,b94792,96aead,10,1,10,2020-03-15 13:56:59.603212
9740,b94792,96aead,10,2,11,2020-03-15 13:57:54.624958
9741,b94792,96aead,11,1,12,2020-03-15 13:58:28.521155
9742,b94792,96aead,11,2,13,2020-03-15 13:59:03.354499
9743,b94792,96aead,12,1,14,2020-03-15 13:59:45.265148
9744,e135b5,eca8ba,1,1,1,2020-03-03 18:30:28.241894
9745,e135b5,eca8ba,2,1,2,2020-03-03 18:30:56.896263
9746,e135b5,eca8ba,4,1,3,2020-03-03 18:31:54.4293
9747,e135b5,eca8ba,6,1,4,2020-03-03 18:32:17.642704
9748,e135b5,eca8ba,6,2,5,2020-03-03 18:32:18.920832
9749,e135b5,eca8ba,8,1,6,2020-03-03 18:33:00.833659
9750,e135b5,eca8ba,10,1,7,2020-03-03 18:33:54.811827
9751,e135b5,eca8ba,11,1,8,2020-03-03 18:34:30.200388
9752,e135b5,eca8ba,11,2,9,2020-03-03 18:34:55.864129
9753,e135b5,eca8ba,12,1,10,2020-03-03 18:34:58.960881
9754,e135b5,eca8ba,13,3,11,2020-03-03 18:35:31.85575
9755,cf9068,de0169,1,1,1,2020-02-04 19:08:10.448939
9756,cf9068,de0169,3,1,2,2020-02-04 19:08:40.192662
9757,cf9068,de0169,3,2,3,2020-02-04 19:09:01.539454
9758,cf9068,de0169,4,1,4,2020-02-04 19:09:46.679336
9759,cf9068,de0169,4,2,5,2020-02-04 19:10:06.40785
9760,cf9068,de0169,7,1,6,2020-02-04 19:10:10.673571
9761,cf9068,de0169,7,2,7,2020-02-04 19:10:22.265506
9762,cf9068,de0169,9,1,8,2020-02-04 19:10:26.730859
9763,cf9068,de0169,9,2,9,2020-02-04 19:11:20.210805
9764,cf9068,de0169,10,1,10,2020-02-04 19:12:11.073032
9765,cf9068,de0169,11,1,11,2020-02-04 19:12:11.95653
9766,cf9068,de0169,11,2,12,2020-02-04 19:12:42.238416
9767,04a6e4,0bb40c,1,1,1,2020-01-28 14:23:30.850128
9768,04a6e4,0bb40c,3,1,2,2020-01-28 14:24:14.930925
9769,04a6e4,0bb40c,3,2,3,2020-01-28 14:25:04.031519
9770,04a6e4,0bb40c,4,1,4,2020-01-28 14:25:31.014832
9771,04a6e4,0bb40c,7,1,5,2020-01-28 14:25:53.751509
9772,04a6e4,0bb40c,7,2,6,2020-01-28 14:26:53.242067
9773,04a6e4,0bb40c,11,1,7,2020-01-28 14:26:56.132002
9774,04a6e4,0bb40c,12,1,8,2020-01-28 14:27:55.05957
9775,04a6e4,0bb40c,13,3,9,2020-01-28 14:28:51.337365
9776,509464,9478e3,1,1,1,2020-03-01 00:20:19.180849
9777,509464,9478e3,2,1,2,2020-03-01 00:21:04.438706
9778,509464,9478e3,4,1,3,2020-03-01 00:21:10.769505
9779,509464,9478e3,4,2,4,2020-03-01 00:21:40.484088
9780,509464,9478e3,6,1,5,2020-03-01 00:22:27.302949
9781,509464,9478e3,6,2,6,2020-03-01 00:22:45.05737
9782,509464,9478e3,7,1,7,2020-03-01 00:23:24.840206
9783,509464,9478e3,7,2,8,2020-03-01 00:24:12.875056
9784,509464,9478e3,8,1,9,2020-03-01 00:24:45.4407
9785,509464,9478e3,9,1,10,2020-03-01 00:24:46.614531
9786,509464,9478e3,11,1,11,2020-03-01 00:24:58.545536
9787,509464,9478e3,12,1,12,2020-03-01 00:25:23.411109
9788,509464,9478e3,13,3,13,2020-03-01 00:25:40.283427
9789,49d46c,858347,1,1,1,2020-01-27 20:32:01.578478
9790,49d46c,858347,2,1,2,2020-01-27 20:32:06.403918
9791,49d46c,858347,4,1,3,2020-01-27 20:32:54.320074
9792,49d46c,858347,4,2,4,2020-01-27 20:33:35.335079
9793,49d46c,858347,6,1,5,2020-01-27 20:33:53.515478
9794,49d46c,858347,6,2,6,2020-01-27 20:34:43.757932
9795,49d46c,858347,7,1,7,2020-01-27 20:35:37.03326
9796,49d46c,858347,8,1,8,2020-01-27 20:36:22.864076
9797,49d46c,858347,8,2,9,2020-01-27 20:36:54.850132
9798,49d46c,858347,11,1,10,2020-01-27 20:37:40.034978
9799,49d46c,858347,12,1,11,2020-01-27 20:37:53.915077
9800,c00612,49cb32,1,1,1,2020-02-18 13:42:20.853188
9801,c00612,49cb32,2,1,2,2020-02-18 13:43:07.263494
9802,c00612,49cb32,3,1,3,2020-02-18 13:43:36.03767
9803,c00612,49cb32,3,2,4,2020-02-18 13:44:28.936579
9804,c00612,49cb32,4,1,5,2020-02-18 13:45:22.379243
9805,c00612,49cb32,6,1,6,2020-02-18 13:46:09.2006
9806,c00612,49cb32,7,1,7,2020-02-18 13:46:16.587188
9807,c00612,49cb32,7,2,8,2020-02-18 13:46:39.797955
9808,c00612,49cb32,9,1,9,2020-02-18 13:47:11.245753
9809,c00612,49cb32,10,1,10,2020-02-18 13:47:41.451293
9810,c00612,49cb32,12,1,11,2020-02-18 13:48:04.881563
9811,c00612,49cb32,13,3,12,2020-02-18 13:48:53.852923
9812,efc05d,ed7099,1,1,1,2020-02-08 17:43:55.419243
9813,efc05d,ed7099,2,1,2,2020-02-08 17:44:43.54145
9814,efc05d,ed7099,3,1,3,2020-02-08 17:45:41.211928
9815,efc05d,ed7099,3,2,4,2020-02-08 17:45:50.435026
9816,efc05d,ed7099,6,1,5,2020-02-08 17:46:30.638943
9817,efc05d,ed7099,6,2,6,2020-02-08 17:47:26.964612
9818,efc05d,ed7099,7,1,7,2020-02-08 17:47:27.48767
9819,efc05d,ed7099,7,2,8,2020-02-08 17:47:53.74786
9820,efc05d,ed7099,8,1,9,2020-02-08 17:48:34.56299
9821,efc05d,ed7099,9,1,10,2020-02-08 17:48:44.981717
9822,efc05d,ed7099,10,1,11,2020-02-08 17:48:55.537651
9823,efc05d,ed7099,10,2,12,2020-02-08 17:49:30.235463
9824,a67e05,28e7cd,1,1,1,2020-01-26 06:36:07.116492
9825,a67e05,28e7cd,3,1,2,2020-01-26 06:36:53.725339
9826,a67e05,28e7cd,3,2,3,2020-01-26 06:37:27.47222
9827,a67e05,28e7cd,5,1,4,2020-01-26 06:37:35.677877
9828,a67e05,28e7cd,7,1,5,2020-01-26 06:37:55.259713
9829,a67e05,28e7cd,7,2,6,2020-01-26 06:38:54.52919
9830,a67e05,28e7cd,8,1,7,2020-01-26 06:39:49.900325
9831,a67e05,28e7cd,8,2,8,2020-01-26 06:40:00.87383
9832,a67e05,28e7cd,10,1,9,2020-01-26 06:40:02.423498
9833,a67e05,28e7cd,10,2,10,2020-01-26 06:40:17.637347
9834,a67e05,28e7cd,12,1,11,2020-01-26 06:40:49.264295
9835,5576d7,ac418c,1,1,1,2020-01-18 04:54:17.432331
9836,5576d7,ac418c,2,1,2,2020-01-18 04:54:26.285959
9837,5576d7,ac418c,4,1,3,2020-01-18 04:54:40.289732
9838,5576d7,ac418c,6,1,4,2020-01-18 04:55:10.149236
9839,5576d7,ac418c,8,1,5,2020-01-18 04:56:00.437378
9840,5576d7,ac418c,11,1,6,2020-01-18 04:56:13.949374
9841,6cbdac,2c8c4a,1,1,1,2020-02-06 22:35:20.451754
9842,6cbdac,2c8c4a,2,1,2,2020-02-06 22:35:28.847199
9843,6cbdac,2c8c4a,4,1,3,2020-02-06 22:36:09.035044
9844,6cbdac,2c8c4a,4,2,4,2020-02-06 22:37:00.54585
9845,6cbdac,2c8c4a,6,1,5,2020-02-06 22:37:28.60292
9846,6cbdac,2c8c4a,7,1,6,2020-02-06 22:38:27.737193
9847,6cbdac,2c8c4a,7,2,7,2020-02-06 22:39:24.607848
9848,6cbdac,2c8c4a,8,1,8,2020-02-06 22:40:14.639199
9849,6cbdac,2c8c4a,9,1,9,2020-02-06 22:40:56.88713
9850,6cbdac,2c8c4a,12,1,10,2020-02-06 22:41:48.786727
9851,6cbdac,2c8c4a,13,3,11,2020-02-06 22:42:28.692113
9852,0864cc,69885d,1,1,1,2020-02-23 14:45:59.394815
9853,0864cc,69885d,2,1,2,2020-02-23 14:46:55.881416
9854,0864cc,69885d,3,1,3,2020-02-23 14:47:41.383366
9855,0864cc,69885d,3,2,4,2020-02-23 14:48:19.130543
9856,0864cc,69885d,4,1,5,2020-02-23 14:48:46.730556
9857,0864cc,69885d,4,2,6,2020-02-23 14:49:20.551119
9858,0864cc,69885d,6,1,7,2020-02-23 14:49:59.714123
9859,0864cc,69885d,7,1,8,2020-02-23 14:50:03.71219
9860,0864cc,69885d,9,1,9,2020-02-23 14:50:23.598936
9861,0864cc,69885d,11,1,10,2020-02-23 14:50:53.096684
9862,0864cc,69885d,12,1,11,2020-02-23 14:51:05.496381
9863,0864cc,69885d,13,3,12,2020-02-23 14:51:52.70354
9864,c2cc9f,2a6e53,1,1,1,2020-02-19 06:03:27.731719
9865,c2cc9f,2a6e53,2,1,2,2020-02-19 06:04:20.851419
9866,c2cc9f,2a6e53,5,1,3,2020-02-19 06:04:46.1045
9867,c2cc9f,2a6e53,7,1,4,2020-02-19 06:05:10.129388
9868,c2cc9f,2a6e53,7,2,5,2020-02-19 06:05:44.530827
9869,c2cc9f,2a6e53,9,1,6,2020-02-19 06:06:44.185038
9870,c2cc9f,2a6e53,10,1,7,2020-02-19 06:07:22.642253
9871,c2cc9f,2a6e53,10,2,8,2020-02-19 06:07:38.762368
9872,c2cc9f,2a6e53,12,1,9,2020-02-19 06:08:21.620436
9873,2e4023,995168,1,1,1,2020-04-08 21:40:14.355137
9874,2e4023,995168,2,1,2,2020-04-08 21:40:30.190162
9875,2e4023,995168,4,1,3,2020-04-08 21:40:55.001828
9876,2e4023,995168,5,1,4,2020-04-08 21:41:54.544239
9877,2e4023,995168,8,1,5,2020-04-08 21:42:35.897029
9878,2e4023,995168,8,2,6,2020-04-08 21:42:39.197896
9879,2e4023,995168,9,1,7,2020-04-08 21:43:38.631116
9880,2e4023,995168,9,2,8,2020-04-08 21:43:54.564126
9881,2e4023,995168,11,1,9,2020-04-08 21:44:43.362301
9882,2e4023,995168,11,2,10,2020-04-08 21:45:25.37232
9883,2e4023,995168,12,1,11,2020-04-08 21:45:28.439422
9884,babcd1,3c4d72,1,1,1,2020-01-28 04:59:40.006529
9885,babcd1,3c4d72,2,1,2,2020-01-28 05:00:08.430309
9886,babcd1,3c4d72,4,1,3,2020-01-28 05:00:49.103628
9887,babcd1,3c4d72,4,2,4,2020-01-28 05:01:34.335895
9888,babcd1,3c4d72,5,1,5,2020-01-28 05:02:09.005279
9889,babcd1,3c4d72,5,2,6,2020-01-28 05:02:18.373453
9890,babcd1,3c4d72,7,1,7,2020-01-28 05:02:49.85553
9891,babcd1,3c4d72,9,1,8,2020-01-28 05:02:54.883412
9892,babcd1,3c4d72,9,2,9,2020-01-28 05:03:34.827049
9893,babcd1,3c4d72,11,1,10,2020-01-28 05:04:27.801246
9894,babcd1,3c4d72,11,2,11,2020-01-28 05:05:27.141089
9895,34a81a,130c99,1,1,1,2020-01-29 17:02:28.622528
9896,34a81a,130c99,2,1,2,2020-01-29 17:03:13.052221
9897,34a81a,130c99,3,1,3,2020-01-29 17:04:02.475082
9898,34a81a,130c99,3,2,4,2020-01-29 17:04:05.789323
9899,34a81a,130c99,4,1,5,2020-01-29 17:05:05.319149
9900,34a81a,130c99,9,1,6,2020-01-29 17:05:46.831656
9901,34a81a,130c99,9,2,7,2020-01-29 17:06:30.029171
9902,34a81a,130c99,11,1,8,2020-01-29 17:07:09.300025
9903,34a81a,130c99,12,1,9,2020-01-29 17:07:50.862804
9904,34a81a,130c99,13,3,10,2020-01-29 17:08:17.428616
9905,aa6586,9373f5,1,1,1,2020-01-27 19:42:30.501454
9906,aa6586,9373f5,2,1,2,2020-01-27 19:42:47.059957
9907,aa6586,9373f5,6,1,3,2020-01-27 19:43:36.389502
9908,aa6586,9373f5,8,1,4,2020-01-27 19:44:12.179626
9909,aa6586,9373f5,8,2,5,2020-01-27 19:45:09.256115
9910,aa6586,9373f5,9,1,6,2020-01-27 19:45:31.236611
9911,aa6586,9373f5,10,1,7,2020-01-27 19:46:28.862572
9912,aa6586,9373f5,11,1,8,2020-01-27 19:46:40.958686
9913,2ee12a,7b65d9,1,1,1,2020-01-29 05:29:07.81998
9914,2ee12a,7b65d9,2,1,2,2020-01-29 05:29:10.071458
9915,2ee12a,7b65d9,3,1,3,2020-01-29 05:29:25.727002
9916,2ee12a,7b65d9,3,2,4,2020-01-29 05:30:16.542385
9917,2ee12a,7b65d9,4,1,5,2020-01-29 05:31:07.877348
9918,2ee12a,7b65d9,4,2,6,2020-01-29 05:31:48.41176
9919,2ee12a,7b65d9,5,1,7,2020-01-29 05:32:03.624724
9920,2ee12a,7b65d9,9,1,8,2020-01-29 05:32:59.932791
9921,2ee12a,7b65d9,9,2,9,2020-01-29 05:33:55.570685
9922,2ee12a,7b65d9,11,1,10,2020-01-29 05:34:48.782277
9923,2ee12a,7b65d9,11,2,11,2020-01-29 05:35:01.30648
9924,2ee12a,7b65d9,12,1,12,2020-01-29 05:35:21.504205
9925,2ee12a,7b65d9,13,3,13,2020-01-29 05:35:35.503467
9926,9d2cc2,814bee,1,1,1,2020-02-25 13:32:19.096592
9927,9d2cc2,814bee,2,1,2,2020-02-25 13:32:51.252134
9928,9d2cc2,814bee,4,1,3,2020-02-25 13:33:04.268705
9929,9d2cc2,814bee,4,2,4,2020-02-25 13:33:36.868744
9930,9d2cc2,814bee,5,1,5,2020-02-25 13:33:49.768094
9931,9d2cc2,814bee,5,2,6,2020-02-25 13:34:08.014819
9932,9d2cc2,814bee,7,1,7,2020-02-25 13:34:50.623733
9933,9d2cc2,814bee,7,2,8,2020-02-25 13:35:46.240122
9934,9d2cc2,814bee,9,1,9,2020-02-25 13:36:22.64881
9935,9d2cc2,814bee,9,2,10,2020-02-25 13:36:28.19354
9936,9d2cc2,814bee,10,1,11,2020-02-25 13:36:33.984837
9937,9d2cc2,814bee,10,2,12,2020-02-25 13:36:50.907973
9938,9d2cc2,814bee,12,1,13,2020-02-25 13:37:34.076396
9939,ae568e,1fa9dc,1,1,1,2020-02-10 17:14:52.181122
9940,ae568e,1fa9dc,2,1,2,2020-02-10 17:15:46.713048
9941,ae568e,1fa9dc,3,1,3,2020-02-10 17:16:26.010162
9942,ae568e,1fa9dc,4,1,4,2020-02-10 17:17:08.865449
9943,ae568e,1fa9dc,5,1,5,2020-02-10 17:17:43.220527
9944,ae568e,1fa9dc,5,2,6,2020-02-10 17:17:59.885055
9945,ae568e,1fa9dc,6,1,7,2020-02-10 17:18:01.250695
9946,ae568e,1fa9dc,6,2,8,2020-02-10 17:18:59.619855
9947,ae568e,1fa9dc,12,1,9,2020-02-10 17:19:44.445638
9948,ae568e,1fa9dc,13,3,10,2020-02-10 17:20:16.430868
9949,2563e4,57ae47,1,1,1,2020-03-19 11:47:51.280769
9950,2563e4,57ae47,3,1,2,2020-03-19 11:48:23.559994
9951,2563e4,57ae47,4,1,3,2020-03-19 11:49:00.528147
9952,2563e4,57ae47,4,2,4,2020-03-19 11:49:42.56624
9953,2563e4,57ae47,6,1,5,2020-03-19 11:50:28.436358
9954,2563e4,57ae47,6,2,6,2020-03-19 11:50:43.690277
9955,2563e4,57ae47,7,1,7,2020-03-19 11:51:20.437934
9956,2563e4,57ae47,8,1,8,2020-03-19 11:51:31.756747
9957,2563e4,57ae47,8,2,9,2020-03-19 11:52:24.697119
9958,2563e4,57ae47,10,1,10,2020-03-19 11:53:18.16819
9959,2563e4,57ae47,10,2,11,2020-03-19 11:54:08.898919
9960,2563e4,57ae47,12,1,12,2020-03-19 11:54:13.402164
9961,2563e4,57ae47,13,3,13,2020-03-19 11:55:03.038283
9962,5bf098,1b7f3c,1,1,1,2020-02-24 04:04:51.628235
9963,5bf098,1b7f3c,5,1,2,2020-02-24 04:05:11.868497
9964,5bf098,1b7f3c,5,2,3,2020-02-24 04:05:24.076429
9965,5bf098,1b7f3c,7,1,4,2020-02-24 04:06:10.328105
9966,5bf098,1b7f3c,7,2,5,2020-02-24 04:06:37.1774
9967,5bf098,1b7f3c,11,1,6,2020-02-24 04:06:49.597435
9968,5bf098,1b7f3c,12,1,7,2020-02-24 04:07:47.304405
9969,5bf098,1b7f3c,13,3,8,2020-02-24 04:08:13.183181
9970,ed9cb9,ec9ed1,1,1,1,2020-03-11 00:40:08.15612
9971,ed9cb9,ec9ed1,2,1,2,2020-03-11 00:40:23.725428
9972,ed9cb9,ec9ed1,3,1,3,2020-03-11 00:40:56.958462
9973,ed9cb9,ec9ed1,6,1,4,2020-03-11 00:40:58.023844
9974,ed9cb9,ec9ed1,6,2,5,2020-03-11 00:41:18.482983
9975,ed9cb9,ec9ed1,7,1,6,2020-03-11 00:41:34.187694
9976,ed9cb9,ec9ed1,7,2,7,2020-03-11 00:41:34.295913
9977,ed9cb9,ec9ed1,8,1,8,2020-03-11 00:42:27.379399
9978,ed9cb9,ec9ed1,8,2,9,2020-03-11 00:42:40.020809
9979,ed9cb9,ec9ed1,11,1,10,2020-03-11 00:42:43.60848
9980,ed9cb9,ec9ed1,12,1,11,2020-03-11 00:43:06.757567
9981,ed9cb9,ec9ed1,13,3,12,2020-03-11 00:43:25.484347
9982,82e14c,e15cde,1,1,1,2020-03-20 00:28:55.633606
9983,82e14c,e15cde,2,1,2,2020-03-20 00:29:23.49696
9984,82e14c,e15cde,3,1,3,2020-03-20 00:30:05.128674
9985,82e14c,e15cde,3,2,4,2020-03-20 00:30:13.551674
9986,82e14c,e15cde,4,1,5,2020-03-20 00:30:57.572926
9987,82e14c,e15cde,6,1,6,2020-03-20 00:31:52.365684
9988,82e14c,e15cde,7,1,7,2020-03-20 00:31:55.82108
9989,82e14c,e15cde,9,1,8,2020-03-20 00:32:21.546304
9990,82e14c,e15cde,10,1,9,2020-03-20 00:32:59.551534
9991,82e14c,e15cde,11,1,10,2020-03-20 00:33:04.326016
9992,8e07fd,467446,1,1,1,2020-03-23 10:14:46.43887
9993,8e07fd,467446,2,1,2,2020-03-23 10:15:13.359033
9994,8e07fd,467446,3,1,3,2020-03-23 10:15:56.785764
9995,8e07fd,467446,3,2,4,2020-03-23 10:16:02.962538
9996,8e07fd,467446,9,1,5,2020-03-23 10:16:31.520347
9997,8e07fd,467446,11,1,6,2020-03-23 10:17:22.388413
9998,8e07fd,467446,11,2,7,2020-03-23 10:17:43.49861
9999,8e07fd,467446,12,1,8,2020-03-23 10:18:25.328605
10000,8e07fd,467446,13,3,9,2020-03-23 10:19:12.874798
10001,77ec18,32b30d,1,1,1,2020-01-25 13:05:10.126142
10002,77ec18,32b30d,2,1,2,2020-01-25 13:05:28.69551
10003,77ec18,32b30d,6,1,3,2020-01-25 13:05:32.953757
10004,77ec18,32b30d,6,2,4,2020-01-25 13:05:39.157203
10005,77ec18,32b30d,7,1,5,2020-01-25 13:06:06.903851
10006,77ec18,32b30d,7,2,6,2020-01-25 13:06:49.968588
10007,77ec18,32b30d,9,1,7,2020-01-25 13:06:58.309632
10008,77ec18,32b30d,9,2,8,2020-01-25 13:07:25.760943
10009,77ec18,32b30d,10,1,9,2020-01-25 13:07:54.944388
10010,77ec18,32b30d,10,2,10,2020-01-25 13:08:41.583705
10011,77ec18,32b30d,11,1,11,2020-01-25 13:09:38.541532
10012,77ec18,32b30d,12,1,12,2020-01-25 13:10:21.712407
10013,77ec18,32b30d,13,3,13,2020-01-25 13:10:46.868391
10014,ab2955,822069,1,1,1,2020-04-03 14:58:13.969379
10015,ab2955,822069,2,1,2,2020-04-03 14:58:45.116773
10016,ab2955,822069,3,1,3,2020-04-03 14:59:43.223593
10017,ab2955,822069,6,1,4,2020-04-03 15:00:31.227187
10018,ab2955,822069,8,1,5,2020-04-03 15:01:21.588257
10019,ab2955,822069,8,2,6,2020-04-03 15:01:26.293764
10020,ab2955,822069,9,1,7,2020-04-03 15:02:02.14218
10021,ab2955,822069,11,1,8,2020-04-03 15:02:56.78205
10022,ab2955,822069,11,2,9,2020-04-03 15:03:02.164079
10023,ab2955,822069,12,1,10,2020-04-03 15:03:09.540317
10024,ab2955,822069,13,3,11,2020-04-03 15:03:20.197587
10025,a170ba,56d55b,1,1,1,2020-04-07 05:20:13.722846
10026,a170ba,56d55b,5,1,2,2020-04-07 05:20:20.649163
10027,a170ba,56d55b,5,2,3,2020-04-07 05:21:00.697567
10028,a170ba,56d55b,6,1,4,2020-04-07 05:21:22.736808
10029,a170ba,56d55b,6,2,5,2020-04-07 05:21:33.960269
10030,a170ba,56d55b,7,1,6,2020-04-07 05:21:55.342327
10031,a170ba,56d55b,8,1,7,2020-04-07 05:22:14.47842
10032,a170ba,56d55b,8,2,8,2020-04-07 05:22:29.513404
10033,a170ba,56d55b,11,1,9,2020-04-07 05:22:55.539597
10034,a170ba,56d55b,12,1,10,2020-04-07 05:23:49.921466
10035,a170ba,56d55b,13,3,11,2020-04-07 05:24:28.079514
10036,2b0f2b,6008f3,1,1,1,2020-03-10 12:23:52.603392
10037,2b0f2b,6008f3,2,1,2,2020-03-10 12:24:34.904223
